id,sku,product_name,short_description,price,list_price,origin_price,discount,discount_rate,all_time_quantity_sold,rating_average,review_count,inventory_status,stock_item_qty,stock_item_max_sale_qty,brand_id,brand_name,url_key,url_path,thumbnail_url,options,specification,variations,date
320870,0220042002547,Laptop Acer Aspire Lite 15 51M 5542 i5 1155G7/16GB/512GB/Win11 (NX.KS5SV.001),Laptop Acer Aspire Lite 15 51M 5542 i5 1155G7 (NX.KS5SV.001) đưa đến một trải nghiệm toàn diện cho người dùng với sự kết hợp độc đáo giữa thiết kế thanh lịch; hiệu suất ổn định và tính năng đa dạng. Sản phẩm hứa hẹn mang lại sự lựa chọn lý tưởng cho những bạn trong phân khúc học sinh; sinh viên và nhân viên văn phòng.,11190000,13990000,13990000,2800000,20,,4.9,49,availability,42,22,44,Acer,acer-aspire-lite-15-51m-5542-i5-nxks5sv001,/laptop/acer-aspire-lite-15-51m-5542-i5-nxks5sv001,https://cdn.tgdd.vn/Products/Images/44/320870/acer-aspire-lite-15-51m-5542-i5-nxks5sv001-thumb-2-600x600.jpg,{"Cấu hình":["RAM 16 GB" "SSD 512 GB"]},{"screen":"Màn hình: 15.6\"; Full HD (1920 x 1080)";"cpu":"CPU: i5; 1155G7; 2.5GHz";"weight":"Khối lượng: 1.7 kg";"battery":"Pin: 36Wh";"card":"Card: Intel Iris Xe"},[],2024-12-09
325697,0220042002684,Laptop Acer Gaming Nitro V ANV15 51 55CA i5 13420H/16GB/512GB/6GB RTX4050/144Hz/Win11 (NH.QN8SV.004),Acer đã mang trở lại dòng sản phẩm Gaming Nitro với diện mạo mới đầy cá tính và hấp dẫn. Chiếc laptop Acer Gaming Nitro V ANV15 51 55CA i5 13420H (NH.QN8SV.004) không chỉ gây ấn tượng mạnh với thiết kế đậm cá tính mà còn được trang bị cấu hình mạnh mẽ; hứa hẹn mang lại nhiều xúc cảm tuyệt vời khi chơi game.,24390000,27990000,27990000,3600000,12,,5,5,availability,42,22,44,Acer,acer-nitro-v-anv15-51-55ca-i5-nhqn8sv004,/laptop/acer-nitro-v-anv15-51-55ca-i5-nhqn8sv004,https://cdn.tgdd.vn/Products/Images/44/325697/acer-nitro-v-anv15-51-55ca-i5-nhqn8sv004-thumb-600x600.jpg,{"Cấu hình":["RAM 16 GB" "SSD 512 GB"]},{"screen":"Màn hình: 15.6\"; Full HD (1920 x 1080); 144Hz";"cpu":"CPU: i5; 13420H; 2.1GHz";"weight":"Khối lượng: 2.1 kg";"battery":"Pin: 4-cell; 57Wh";"card":"Card: RTX 4050 6GB"},[],2024-12-09
323920,0220042002635,Laptop HP 15 fd0234TU i5 1334U/16GB/512GB/Win11 (9Q969PA),Tích hợp tuyệt vời với đa dạng chế độ làm việc trong ngày; đẩy cao hiệu suất tư duy sáng tạo cũng như nâng hiệu quả công việc của bạn lên cao nhất với laptop HP 15 fd0234TU i5 1334U (9Q969PA); được tích hợp con chip Gen 13 hiện đại; khối lượng nhẹ nhàng cùng cấu trúc cực kì dễ dàng mang theo bên mình.,17290000,19790000,19790000,2500000,12,,4.9,49,availability,42,22,44,HP,hp-15-fd0234tu-i5-9q969pa,/laptop/hp-15-fd0234tu-i5-9q969pa,https://cdn.tgdd.vn/Products/Images/44/323920/hp-15-fd0234tu-i5-9q969pa-thumb-1-600x600.jpg,{"Cấu hình":["RAM 16 GB" "SSD 512 GB"]},{"screen":"Màn hình: 15.6\"; Full HD (1920 x 1080)";"cpu":"CPU: i5; 1334U; 1.3GHz";"weight":"Khối lượng: 1.59 kg";"battery":"Pin: 3-cell; 41Wh";"card":"Card: Intel Iris Xe"},[],2024-12-09
327098,0220042002745,Laptop HP 15 fc0085AU R5 7430U/16GB/512GB/Win11 (A6VV8PA),Nổi bật và quá thân quen trong phân khúc laptop học tập - văn phòng giá rẻ; chiếc laptop HP 15 fc0085AU R5 7430U (A6VV8PA) với cấu hình ổn định; vận hành hiệu quả mọi tác vụ từ làm việc đến giải trí đa phương tiện. Máy hội tụ đầy đủ các yếu tố để trở thành bạn trợ thủ lý tưởng cho người dùng.,13890000,15190000,15190000,1300000,8,,4.9,49,availability,42,22,44,HP,hp-15-fc0085au-r5-a6vv8pa,/laptop/hp-15-fc0085au-r5-a6vv8pa,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327098/hp-15-fc0085au-r5-a6vv8pa-thumb-638624255401777068-600x600.jpg,{"Cấu hình":["RAM 16 GB" "SSD 512 GB"]},{"screen":"Màn hình: 15.6\"; Full HD (1920 x 1080)";"cpu":"CPU: Ryzen 5; 7430U; 2.30 GHz";"weight":"Khối lượng: 1.59 kg";"battery":"Pin: 3-cell; 41Wh";"card":"Card: Radeon"},[],2024-12-09
326050,0220042002703,Laptop HP 15 fd0303TU i3 1315U/8GB/512GB/Win11 (A2NL4PA),Nếu bạn đang tìm kiếm một chiếc laptop HP cơ bản để phục vụ cho việc học hoặc làm việc văn phòng đến thiết kế đồ họa nhẹ nhàng thì còn chần chừ gì nữa mà không tham khảo ngay laptop HP 15 fd0303TU i3 1315U (A2NL4PA). Sản phẩm này ngoại hình hiện đại; gọn gàng sẵn sàng đồng hành cùng bạn ở bất kì đâu.,11890000,13490000,13490000,1600000,11,,5,5,availability,42,22,44,HP,hp-15-fd0303tu-i3-a2nl4pa,/laptop/hp-15-fd0303tu-i3-a2nl4pa,https://cdn.tgdd.vn/Products/Images/44/326050/hp-15-fd0303tu-i3-a2nl4pa-thumb-1-600x600.jpg,{"Cấu hình":["RAM 8 GB" "SSD 512 GB"]},{"screen":"Màn hình: 15.6\"; Full HD (1920 x 1080)";"cpu":"CPU: i3; 1315U";"weight":"Khối lượng: 1.59 kg";"battery":"Pin: 3-cell; 41Wh";"card":"Card: Intel UHD"},[],2024-12-09
328814,0220042002806,Laptop HP 240 G9 i5 1235U/16GB/512GB/Win11 (AG2J7AT),Nếu bạn đang tìm kiếm một chiếc laptop có thể đồng hành cùng quá trình học tập và làm việc văn phòng; vừa có ngoại hình hiện đại; vừa có mức giá phải chăng; laptop HP 240 G9 i5 1235U (AG2J7AT) chính là lựa chọn lý tưởng.,16490000,19590000,19590000,3100000,15,,5,5,availability,42,22,44,HP,hp-240-g9-i5-ag2j7at,/laptop/hp-240-g9-i5-ag2j7at,https://cdn.tgdd.vn/Products/Images/44/328814/hp-240-g9-i5-ag2j7at-thumb-600x600.jpg,{"Cấu hình":["RAM 16 GB" "SSD 512 GB"]},{"screen":"Màn hình: 14\"; Full HD (1920 x 1080)";"cpu":"CPU: i5; 1235U; 1.3GHz";"weight":"Khối lượng: 1.47 kg";"battery":"Pin: 3-cell; 41Wh";"card":"Card: Intel UHD"},[],2024-12-09
326049,0220042002702,Laptop HP 245 G10 R5 7530U/8GB/512GB/Win11 (A20TDPT),Nếu bạn tìm kiếm cho mình chiếc laptop học tập - văn phòng; xử lý mượt mà đa dạng tác vụ trong học tập và công việc hằng ngày; laptop HP 245 G10 R5 7530U (A20TDPT) sẽ là lựa chọn hợp lý dành cho bạn nhờ sở hữu chip AMD Ryzen 5 7000 series; RAM hay bộ nhớ ổn định cùng thiết kế tinh giản; hiện đại vô cùng.,12490000,14590000,14590000,2100000,14,,4.9,49,availability,42,22,44,HP,hp-245-g10-r5-a20tdpt,/laptop/hp-245-g10-r5-a20tdpt,https://cdn.tgdd.vn/Products/Images/44/326049/hp-245-g10-r5-a20tdpt-thumb-600x600.jpg,{"Cấu hình":["RAM 8 GB" "SSD 512 GB"]},{"screen":"Màn hình: 14\"; Full HD (1920 x 1080)";"cpu":"CPU: Ryzen 5; 7530U; 2GHz";"weight":"Khối lượng: 1.36 kg";"battery":"Pin: 3-cell; 41Wh";"card":"Card: Radeon"},[],2024-12-09
325691,0220042002694,Laptop HP 15 fd0015TU i7 1355U/16GB/512GB/Win11 (A19C5PA),Laptop HP 15 fd0015TU i7 A19C5PA là sự lựa chọn lý tưởng cho những ai cần một chiếc máy tính xách tay mạnh mẽ và đa năng. Với hiệu năng mạnh mẽ; thiết kế trang nhã và màn hình 15.6 inch sắc nét máy đáp ứng mọi nhu cầu sử dụng hằng ngày của bạn.,21390000,21990000,21990000,600000,0,,4.9,49,availability,42,22,44,HP,hp-15-fd0015tu-i7-a19c5pa,/laptop/hp-15-fd0015tu-i7-a19c5pa,https://cdn.tgdd.vn/Products/Images/44/325691/hp-15-fd0015tu-i7-a19c5pa-thumb-1-600x600.jpg,{"Cấu hình":["RAM 16 GB" "SSD 512 GB"]},{"screen":"Màn hình: 15.6\"; Full HD (1920 x 1080)";"cpu":"CPU: i7; 1355U; 1.7GHz";"weight":"Khối lượng: 1.59 kg";"battery":"Pin: 3-cell; 41Wh";"card":"Card: Intel Iris Xe"},[],2024-12-09
311176,0220042002356,Laptop HP Pavilion 15 eg3093TU i5 1335U/16GB/512GB/Win11 (8C5L4PA),Laptop HP Pavilion 15 eg3093TU i5 1335U (8C5L4PA) có hiệu năng tốt với bộ vi xử lý mạnh mẽ từ CPU Gen 13; RAM 16 GB đáp ứng đa dạng nhu cầu sử dụng của bạn. Điều này làm cho chiếc laptop này trở thành lựa chọn hấp dẫn cho công việc văn phòng; giải trí và sử dụng hàng ngày.,19290000,21290000,21290000,2000000,9,,4.9,49,availability,42,22,44,HP,hp-pavilion-15-eg3093tu-i5-8c5l4pa,/laptop/hp-pavilion-15-eg3093tu-i5-8c5l4pa,https://cdn.tgdd.vn/Products/Images/44/311176/hp-pavilion-15-eg3093tu-i5-8c5l4pa-glr-thumb-600x600.jpg,{"Cấu hình":["RAM 16 GB" "SSD 512 GB"]},{"screen":"Màn hình: 15.6\"; Full HD (1920 x 1080)";"cpu":"CPU: i5; 1335U; 1.3GHz";"weight":"Khối lượng: 1.69 kg";"battery":"Pin: 3-cell; 41Wh";"card":"Card: Intel Iris Xe"},[],2024-12-09
328906,0220042002808,Laptop HP 240 G9 i3 1215U/8GB/512GB/Win11 (AG2J5AT),,11490000,13690000,13690000,2200000,16,,5,5,availability,42,22,44,HP,hp-240-g9-i3-ag2j5at,/laptop/hp-240-g9-i3-ag2j5at,https://cdn.tgdd.vn/Products/Images/44/328906/hp-240-g9-i3-ag2j5at-150824-034345-600x600.jpg,{"Cấu hình":["RAM 8 GB" "SSD 512 GB"]},{"screen":"Màn hình: 14\"; Full HD (1920 x 1080)";"cpu":"CPU: i3; 1215U; 1.2GHz";"weight":"Khối lượng: 1.42 kg";"battery":"Pin: 3-cell; 41Wh";"card":"Card: Intel UHD"},[],2024-12-09
326830,0220042002733,Laptop HP Pavilion X360 14 ek2024TU Core 5 120U/16GB/512GB/Touch/Pen/Win11 (9Z2V6PA),Tính năng sử dụng đa dạng đến từ con chip thế hệ hoàn toàn mới; khả năng gập xoay linh hoạt 360 độ đi cùng nhiều tiện ích sử dụng cảm ứng. Laptop HP Pavilion X360 14 ek2024TU Core 5 120U (9Z2V6PA) mang lại cho người dùng giải quyết trọn vẹn nhất mọi công việc và nhu cầu giải trí đa phương tiện.,23490000,24990000,24990000,1500000,6,,5,5,availability,42,22,44,HP,hp-pavilion-x360-14-ek2024tu-core-5-9z2v6pa,/laptop/hp-pavilion-x360-14-ek2024tu-core-5-9z2v6pa,https://cdn.tgdd.vn/Products/Images/44/326830/hp-pavilion-x360-14-ek2024tu-core-5-9z2v6pa-thumb-new-600x600.jpg,{"Cấu hình":["RAM 16 GB" "SSD 512 GB"]},{"screen":"Màn hình: 14\"; Full HD (1920 x 1080); Cảm ứng";"cpu":"CPU: Core 5; 120U; 1.4GHz";"weight":"Khối lượng: 1.51 kg";"battery":"Pin: 3-cell; 43Wh";"card":"Card: Intel Graphics"},[],2024-12-09
318163,0220042002467,Laptop HP Gaming VICTUS 15 fa1139TX i5 12450H/16GB/512GB/4GB RTX2050/144Hz/Win11 (8Y6W3PA),Dòng Gaming Victus là một mẫu laptop gaming độc đáo từ thiết kế đến hiệu năng của nhà HP. Chỉ với một mức giá tầm trung là bạn có thể sở hữu ngay chiếc laptop HP Gaming VICTUS 15 fa1139TX i5 12450H (8Y6W3PA) có thể cân mượt các tựa game cũng như hỗ trợ làm việc tối ưu nhất.,19990000,24590000,24590000,4600000,18,,4.9,49,availability,42,22,44,HP,hp-victus-15-fa1139tx-i5-8y6w3pa,/laptop/hp-victus-15-fa1139tx-i5-8y6w3pa,https://cdn.tgdd.vn/Products/Images/44/318163/hp-victus-15-fa1139tx-i5-8y6w3pa-thumb-600x600.jpg,{"Cấu hình":["RAM 16 GB" "SSD 512 GB"]},{"screen":"Màn hình: 15.6\"; Full HD (1920 x 1080); 144Hz";"cpu":"CPU: i5; 12450H; 2GHz";"weight":"Khối lượng: 2.29 kg";"battery":"Pin: 3-cell; 52.5Wh";"card":"Card: RTX 2050 4GB"},[],2024-12-09
323325,0220042002636,Laptop HP 240 G10 i5 1335U/16GB/512GB/Win11 (9H2E4PT),Bạn đang muốn tìm kiếm một mẫu laptop mang hiệu năng ổn định; thiết kế hiện đại lại còn sở hữu một mức giá phù hợp kinh tế thì hãy tham khảo ngay laptop HP 240 G10 i5 1335U (9H2E4PT) từ thương hiệu HP nổi tiếng; mang đến cho người dùng những trải nghiệm sử dụng đầy đủ từ làm việc đến giải trí.,17590000,19590000,19590000,2000000,10,,4.9,49,availability,42,22,44,HP,hp-240-g10-i5-9h2e4pt,/laptop/hp-240-g10-i5-9h2e4pt,https://cdn.tgdd.vn/Products/Images/44/323325/hp-240-g10-i5-9h2e4pt-thumb-600x600.jpg,{"Cấu hình":["RAM 16 GB" "SSD 512 GB"]},{"screen":"Màn hình: 14\"; Full HD (1920 x 1080)";"cpu":"CPU: i5; 1335U; 1.3GHz";"weight":"Khối lượng: 1.36 kg";"battery":"Pin: 3-cell; 41Wh";"card":"Card: Intel UHD"},[],2024-12-09
313084,0220042002378,Laptop HP 15s fq5229TU i3 1215U/8GB/512GB/Win11 (8U237PA),Với một mức giá thành lý tưởng; bạn đã có thể sở hữu cho mình một mẫu laptop học tập - văn phòng có hiệu năng ổn định; ngoại hình thanh lịch cùng các tính năng hiện đại. Laptop HP 15s fq5229TU i3 1215U (8U237PA) chắc chắn sẽ đáp ứng đầy đủ nhu cầu làm việc; học tập và giải trí thường ngày của sinh viên cũng như người đi làm.,11190000,13690000,13690000,2500000,18,,4.9,49,availability,42,22,44,HP,hp-15s-fq5229tu-i3-8u237pa?utm_flashsale=1,/laptop/hp-15s-fq5229tu-i3-8u237pa?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/313084/hp-15s-fq5229tu-i3-8u237pa-thumb-600x600.png,{"Cấu hình":["RAM 8 GB" "SSD 512 GB"]},{"screen":"Màn hình: 15.6\"; Full HD (1920 x 1080)";"cpu":"CPU: i3; 1215U; 1.2GHz";"weight":"Khối lượng: 1.69 kg";"battery":"Pin: 3-cell; 41Wh";"card":"Card: Intel UHD"},[],2024-12-09
327097,0220042002744,Laptop HP 15 fd1063TU Ultra 5 125H/16GB/512GB/Win11 (9Z2Y1PA),Laptop HP 15 fd1063TU Ultra 5 125H (9Z2Y1PA) mang hiệu năng vượt trội cùng tính đa nhiệm hiệu quả nhờ con chip thế hệ mới được tích hợp AI; thông số cấu hình ổn định với RAM 16 GB; SSD 512 GB;... Hãy khám phá ngay tính năng tiện lợi mà chiếc laptop học tập - văn phòng này mang lại cho các tác vụ của bạn.,17990000,20990000,20990000,3000000,14,,5,5,availability,42,22,44,HP,hp-15-fd1063tu-ultra-5-9z2y1pa,/laptop/hp-15-fd1063tu-ultra-5-9z2y1pa,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327097/hp-15-fd1063tu-ultra-5-9z2y1pa-thumb-638624258101656316-600x600.jpg,{"Cấu hình":["RAM 16 GB" "SSD 512 GB"]},{"screen":"Màn hình: 15.6\"; Full HD (1920 x 1080)";"cpu":"CPU: Ultra 5; 125H; 1.2GHz";"weight":"Khối lượng: 1.65 kg";"battery":"Pin: 3-cell; 41Wh";"card":"Card: Intel Graphics"},[],2024-12-09
285963,0220042002045,Laptop HP 240 G9 i5 1235U/8GB/512GB/Win11 (6L1Y2PA),Laptop HP 240 G9 i5 (6L1Y2PA) sẽ là chiếc laptop học tập - văn phòng khó lòng chối từ nếu bạn là sinh viên hoặc dân văn phòng bởi trang bị bộ vi xử lý Intel Gen 12 tân tiến cùng những thông số kỹ thuật ấn tượng.,15690000,18590000,18590000,2900000,15,,4.9,49,availability,42,22,44,HP,hp-240-g9-i5-6l1y2pa,/laptop/hp-240-g9-i5-6l1y2pa,https://cdn.tgdd.vn/Products/Images/44/285963/hp-240-g9-i5-6l1y2pa-thumb-1-600x600.jpg,{"Cấu hình":["RAM 8 GB" "SSD 512 GB"]},{"screen":"Màn hình: 14\"; Full HD (1920 x 1080)";"cpu":"CPU: i5; 1235U; 1.3GHz";"weight":"Khối lượng: 1.47 kg";"battery":"Pin: 3-cell; 41Wh";"card":"Card: Intel UHD"},[],2024-12-09
318165,0220042002466,Laptop HP 240 G8 i3 1115G4/8GB/512GB/Win11 (6L1A2PA),Laptop HP 240 G8 i3 1115G4 (6L1A2PA) là một sự kết hợp giữa thiết kế sang trọng với hiệu suất ổn định cùng khả năng đa nhiệm; làm cho sản phẩm trở thành một sự lựa chọn tốt trong phân khúc laptop học tập - văn phòng.,10290000,12790000,12790000,2500000,19,,4.9,49,availability,42,22,44,HP,hp-240-g8-i3-6l1a2pa,/laptop/hp-240-g8-i3-6l1a2pa,https://cdn.tgdd.vn/Products/Images/44/318165/hp-240-g8-i3-6l1a2pa-glr-thumb-600x600.jpg,{"Cấu hình":["RAM 8 GB" "SSD 512 GB"]},{"screen":"Màn hình: 14\"; Full HD (1920 x 1080)";"cpu":"CPU: i3; 1115G4; 3GHz";"weight":"Khối lượng: 1.4 kg";"battery":"Pin: 3-cell; 41Wh";"card":"Card: Intel UHD"},[],2024-12-09
305917,0220042002244,Laptop HP 15s fq5147TU i7 1255U/8GB/512GB/Win11 (7C133PA),Laptop HP 15s fq5147TU i7 1255U (7C133PA) được trang bị bộ vi xử lý Intel Core i7 thế hệ 12 cùng những tính năng hấp dẫn khác; giúp người dùng có thể thực hiện các công việc hàng ngày một cách dễ dàng; hiệu quả.,13990000,20890000,20890000,6900000,33,,4.9,49,availability,42,22,44,HP,hp-15s-fq5147tu-i7-7c133pa?utm_flashsale=1,/laptop/hp-15s-fq5147tu-i7-7c133pa?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/305917/TimerThumb/305917-thumb.png,{"Cấu hình":["RAM 8 GB" "SSD 512 GB"]},{"screen":"Màn hình: 15.6\"; Full HD (1920 x 1080)";"cpu":"CPU: i7; 1255U; 1.7GHz";"weight":"Khối lượng: 1.69 kg";"battery":"Pin: 3-cell; 41Wh";"card":"Card: Intel Iris Xe"},[],2024-12-09
311114,0220042002358,Laptop HP 240 G9 i3 1215U/8GB/256GB/Win11 (6L1X7PA),Sở hữu ngoại hình thanh lịch; tinh tế; hiệu năng ổn định đáp ứng đa tác vụ cùng mức giá hợp lý là những ưu điểm khiến laptop HP 240 G9 i3 1215U (6L1X7PA) trở thành một mẫu laptop học tập - văn phòng lý tưởng cho sinh viên và dân văn phòng.,10790000,12990000,12990000,2200000,16,,4.9,49,availability,42,22,44,HP,hp-240-g9-i3-6l1x7pa?utm_flashsale=1,/laptop/hp-240-g9-i3-6l1x7pa?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/311114/hp-240-g9-i3-6l1x7pa-thumb-600x600.jpg,{"Cấu hình":["RAM 8 GB" "SSD 256 GB"]},{"screen":"Màn hình: 14\"; Full HD (1920 x 1080)";"cpu":"CPU: i3; 1215U; 1.2GHz";"weight":"Khối lượng: 1.41 kg";"battery":"Pin: 3-cell; 41Wh";"card":"Card: Intel UHD"},[],2024-12-09
311177,0220042002357,Laptop HP Pavilion 15 eg3091TU i7 1355U/16GB/512GB/Win11 (8C5L2PA),Laptop HP Pavilion 15 eg3091TU i7 1355U (8C5L2PA) sở hữu trong mình hiệu năng vượt trội từ dòng chip Intel thế hệ mới; vẻ ngoài thanh lịch cùng các tiện ích hiện đại. Đây chắc chắn sẽ là mẫu laptop học tập - văn phòng lý tưởng cho sinh viên và người đi làm.,23490000,25290000,25290000,1800000,7,,4.9,49,availability,42,22,44,HP,hp-pavilion-15-eg3091tu-i7-8c5l2pa,/laptop/hp-pavilion-15-eg3091tu-i7-8c5l2pa,https://cdn.tgdd.vn/Products/Images/44/311177/hp-pavilion-15-eg3091tu-i7-8c5l2pa-thumb-600x600.jpg,{"Cấu hình":["RAM 16 GB" "SSD 512 GB"]},{"screen":"Màn hình: 15.6\"; Full HD (1920 x 1080)";"cpu":"CPU: i7; 1355U; 1.7GHz";"weight":"Khối lượng: 1.69 kg";"battery":"Pin: 3-cell; 41Wh";"card":"Card: Intel Iris Xe"},[],2024-12-09
321467,0220042002558,Laptop HP Gaming VICTUS 15 fb1022AX R5 7535HS/16GB/512GB/4GB RTX2050/144Hz/Win11 (94F19PA),Phong cách thiết kế tối giản nhưng vẫn toát lên rõ nét khí thế mạnh mẽ của một mẫu máy chiến game thời thượng; laptop HP Gaming VICTUS 15 fb1022AX R5 7535HS (94F19PA) với những sự trang bị về cấu hình vượt trội sẽ cùng bạn chinh chiến trên mọi đấu trường ảo.,18490000,25490000,25490000,7000000,27,,5,5,availability,42,22,44,HP,hp-victus-15-fb1022ax-r5-94f19pa,/laptop/hp-victus-15-fb1022ax-r5-94f19pa,https://cdn.tgdd.vn/Products/Images/44/321467/hp-victus-15-fb1022ax-r5-94f19pa-thumb-1-600x600.jpg,{"Cấu hình":["RAM 16 GB" "SSD 512 GB"]},{"screen":"Màn hình: 15.6\"; Full HD (1920 x 1080); 144Hz";"cpu":"CPU: Ryzen 5; 7535HS; 3.3GHz";"weight":"Khối lượng: 2.29 kg";"battery":"Pin: 3-cell; 52.5Wh";"card":"Card: RTX 2050 4GB"},[],2024-12-09
302209,0220042002164,Laptop HP Pavilion 15 eg2088TU i7 1260P/16GB/512GB/Win11 (7C0R0PA),Laptop HP Pavilion 15 eg2088TU i7 (7C0R0PA) sẽ là lựa chọn tốt cho người dùng muốn tìm một chiếc laptop học tập - văn phòng đa năng; có thể đáp ứng hoàn hảo cho các tác vụ công việc và giải trí hằng ngày.,21390000,25290000,25290000,3900000,15,,4.9,49,availability,42,22,44,HP,hp-pavilion-15-eg2088tu-i7-7c0r0pa,/laptop/hp-pavilion-15-eg2088tu-i7-7c0r0pa,https://cdn.tgdd.vn/Products/Images/44/302209/hp-pavilion-15-eg2088tu-i7-7c0r0pa-thumb-600x600.jpg,{"Cấu hình":["RAM 16 GB" "SSD 512 GB"]},{"screen":"Màn hình: 15.6\"; Full HD (1920 x 1080)";"cpu":"CPU: i7; 1260P; 2.1GHz";"weight":"Khối lượng: 1.74 kg";"battery":"Pin: 3 cell; 41.04 Wh";"card":"Card: Intel Iris Xe"},[],2024-12-09
